time,open,high,low,close,volume,trade_decision
2024-11-08 00:00:00,2706.95,2710.498,2705.626,2706.369,4760,Sell
2024-11-08 01:00:00,2706.418,2707.67,2699.121,2699.993,11495,Sell
2024-11-08 02:00:00,2699.948,2701.148,2695.147,2697.634,8824,Sell
2024-11-08 03:00:00,2697.596,2700.653,2694.114,2695.193,6521,Sell
2024-11-08 04:00:00,2695.184,2696.189,2693.317,2693.662,4969,Sell
2024-11-08 05:00:00,2693.667,2696.442,2693.66,2695.28,5867,Sell
2024-11-08 06:00:00,2695.263,2695.843,2686.046,2686.52,9608,Sell
2024-11-08 07:00:00,2686.488,2687.922,2680.366,2687.442,8388,Buy
2024-11-08 08:00:00,2687.475,2691.919,2682.013,2688.775,14392,No Trade
2024-11-08 09:00:00,2688.742,2691.137,2687.113,2689.351,8224,No Trade
2024-11-08 10:00:00,2689.356,2689.406,2682.063,2688.619,7609,Buy
2024-11-08 11:00:00,2688.657,2695.057,2686.773,2691.992,7136,No Trade
2024-11-08 12:00:00,2692.017,2693.228,2686.229,2692.02,7878,Buy
2024-11-08 13:00:00,2691.989,2701.163,2687.93,2697.634,16268,No Trade
2024-11-08 14:00:00,2697.678,2704.141,2687.854,2691.582,18717,Sell
2024-11-08 15:00:00,2691.575,2692.965,2683.459,2687.632,17523,Sell
2024-11-08 16:00:00,2687.583,2689.363,2682.917,2683.432,10881,Sell
2024-11-08 17:00:00,2683.465,2688.723,2683.465,2687.911,8545,No Trade
2024-11-08 18:00:00,2687.913,2688.903,2683.903,2684.965,7131,Sell
2024-11-08 19:00:00,2685.018,2687.566,2683.321,2687.137,5555,No Trade
2024-11-08 20:00:00,2687.103,2688.629,2685.028,2685.22,5541,Sell
2024-11-08 21:00:00,2685.178,2685.916,2683.016,2684.838,5217,No Trade
2024-11-10 23:00:00,2683.241,2685.73,2681.606,2685.685,3709,No Trade
2024-11-11 00:00:00,2685.718,2686.221,2682.633,2684.067,4220,Sell
2024-11-11 01:00:00,2684.041,2684.96,2671.91,2673.116,13498,Sell
2024-11-11 02:00:00,2673.1,2675.315,2666.524,2671.981,9461,No Trade
2024-11-11 03:00:00,2672.017,2672.026,2668.025,2670.349,5582,No Trade
2024-11-11 04:00:00,2670.352,2672.447,2668.906,2672.235,5157,Buy
2024-11-11 05:00:00,2672.253,2674.362,2666.989,2669.314,7230,Sell
2024-11-11 06:00:00,2669.327,2674.143,2668.468,2673.277,6485,No Trade
2024-11-11 07:00:00,2673.309,2674.138,2668.887,2669.641,7332,Sell
2024-11-11 08:00:00,2669.596,2671.793,2667.63,2669.638,8021,No Trade
2024-11-11 09:00:00,2669.603,2670.901,2663.879,2666.918,8545,Sell
2024-11-11 10:00:00,2666.855,2675.457,2660.961,2662.064,8944,Sell
2024-11-11 11:00:00,2662.02,2667.067,2659.008,2662.727,9214,No Trade
2024-11-11 12:00:00,2662.752,2663.312,2656.782,2657.401,8688,Sell
2024-11-11 13:00:00,2657.362,2657.666,2634.345,2635.632,23148,Sell
2024-11-11 14:00:00,2635.675,2635.781,2617.784,2622.538,27318,Sell
